SalesOrderID,Customer,TotalAmount,CaseKey,Product,ShippingCondition,DeliveryDatePassed
SO710,C015,6500,SOI1784,P134,Express,0
SO710,C015,6500,SOI1785,P128,Express,0
SO710,C015,6500,SOI1786,P132,Express,0
SO711,C009,5680,SOI1787,P131,Express,0
SO711,C009,5680,SOI1788,P132,Standard,0
SO711,C009,5680,SOI1789,P117,Express,1
SO712,C009,5600,SOI1790,P131,Express,0
SO713,C009,28900,SOI1791,P119,Express,1
SO713,C009,28900,SOI1792,P133,Express,1
SO713,C009,28900,SOI1793,P130,Standard,1
SO713,C009,28900,SOI1794,P130,Express,0
SO714,C014,20000,SOI1795,P133,Standard,1
SO714,C014,20000,SOI1796,P133,Standard,0
SO714,C014,20000,SOI1797,P130,Express,0
SO715,C009,2700,SOI1798,P131,Standard,1
SO715,C009,2700,SOI1799,P123,Standard,0
SO715,C009,2700,SOI1800,P128,Express,1
SO715,C009,2700,SOI1801,P121,Standard,1
SO716,C015,6560,SOI1802,P118,Standard,0
SO716,C015,6560,SOI1803,P117,Standard,0
SO717,C007,3150,SOI1804,P122,Express,0
SO717,C007,3150,SOI1805,P102,Express,1
SO718,C005,18900,SOI1806,P127,Standard,0
SO718,C005,18900,SOI1807,P123,Express,1
SO718,C005,18900,SOI1808,P132,Express,1
SO718,C005,18900,SOI1809,P131,Express,1
SO719,C008,30000,SOI1810,P133,Standard,1
SO719,C008,30000,SOI1811,P133,Express,0
SO720,C005,25300,SOI1812,P133,Express,0
SO720,C005,25300,SOI1813,P100,Standard,0
SO720,C005,25300,SOI1814,P134,Express,1
SO721,C003,4800,SOI1815,P118,Express,1
SO722,C008,12810,SOI1816,P103,Express,0
SO722,C008,12810,SOI1817,P122,Standard,0
SO722,C008,12810,SOI1818,P118,Express,1
SO722,C008,12810,SOI1819,P123,Express,1
SO723,C015,3600,SOI1820,P118,Express,0
SO724,C002,7300,SOI1821,P134,Express,0
SO724,C002,7300,SOI1822,P122,Standard,0
SO724,C002,7300,SOI1823,P117,Standard,0
SO725,C015,12600,SOI1824,P134,Standard,0
SO725,C015,12600,SOI1825,P134,Express,0
SO726,C009,420,SOI1826,P109,Standard,0
SO727,C008,7200,SOI1827,P119,Standard,0
SO728,C009,28800,SOI1828,P132,Standard,0
SO728,C009,28800,SOI1829,P118,Express,0
SO728,C009,28800,SOI1830,P123,Standard,0
SO728,C009,28800,SOI1831,P118,Express,0
SO729,C009,20830,SOI1832,P128,Standard,0
SO729,C009,20830,SOI1833,P117,Standard,1
SO729,C009,20830,SOI1834,P131,Standard,0
SO729,C009,20830,SOI1835,P133,Standard,0
SO730,C011,2900,SOI1836,P105,Standard,0
SO730,C011,2900,SOI1837,P123,Standard,0
SO731,C015,8780,SOI1838,P122,Express,0
SO731,C015,8780,SOI1839,P108,Standard,0
SO731,C015,8780,SOI1840,P109,Standard,0
SO731,C015,8780,SOI1841,P134,Express,0
SO732,C015,4090,SOI1842,P117,Standard,1
SO732,C015,4090,SOI1843,P128,Express,0
SO732,C015,4090,SOI1844,P129,Standard,1
SO733,C004,8200,SOI1845,P114,Standard,1
SO733,C004,8200,SOI1846,P115,Express,1
SO733,C004,8200,SOI1847,P122,Standard,0
SO734,C015,10500,SOI1848,P130,Express,1
SO734,C015,10500,SOI1849,P123,Express,1
SO734,C015,10500,SOI1850,P123,Standard,0
SO734,C015,10500,SOI1851,P123,Standard,0
SO735,C009,17700,SOI1852,P129,Express,1
SO735,C009,17700,SOI1853,P132,Standard,1
SO735,C009,17700,SOI1854,P134,Standard,0
SO736,C002,4740,SOI1855,P122,Standard,0
SO736,C002,4740,SOI1856,P109,Express,1
SO736,C002,4740,SOI1857,P117,Standard,0
SO737,C009,7030,SOI1858,P128,Standard,1
SO737,C009,7030,SOI1859,P117,Express,1
SO737,C009,7030,SOI1860,P133,Standard,0
SO738,C015,200,SOI1861,P105,Standard,0
SO739,C008,10390,SOI1862,P134,Standard,1
SO739,C008,10390,SOI1863,P106,Express,1
SO739,C008,10390,SOI1864,P128,Standard,0
SO740,C008,9950,SOI1865,P128,Express,0
SO740,C008,9950,SOI1866,P133,Express,1
SO740,C008,9950,SOI1867,P123,Express,1
SO741,C009,10590,SOI1868,P130,Express,0
SO741,C009,10590,SOI1869,P117,Standard,1
SO741,C009,10590,SOI1870,P107,Standard,0
SO742,C012,3600,SOI1871,P123,Standard,0
SO742,C012,3600,SOI1872,P111,Standard,0
SO743,C015,5350,SOI1873,P128,Standard,0
SO743,C015,5350,SOI1874,P119,Express,1
SO744,C015,3940,SOI1875,P109,Standard,0
SO744,C015,3940,SOI1876,P122,Express,0
SO744,C015,3940,SOI1877,P122,Standard,0
SO744,C015,3940,SOI1878,P123,Standard,0
SO745,C007,11210,SOI1879,P118,Express,0
SO745,C007,11210,SOI1880,P122,Standard,0
SO745,C007,11210,SOI1881,P109,Standard,0
SO746,C015,3370,SOI1882,P127,Standard,0
SO746,C015,3370,SOI1883,P122,Express,1
SO746,C015,3370,SOI1884,P120,Express,0
SO746,C015,3370,SOI1885,P123,Express,1
SO747,C012,10500,SOI1886,P134,Express,0
SO747,C012,10500,SOI1887,P123,Standard,0
SO747,C012,10500,SOI1888,P132,Standard,0
SO748,C005,1620,SOI1889,P123,Standard,0
SO748,C005,1620,SOI1890,P109,Express,0
SO749,C006,590,SOI1891,P108,Express,1
SO749,C006,590,SOI1892,P122,Express,1
SO750,C009,3850,SOI1893,P123,Express,1
SO750,C009,3850,SOI1894,P128,Express,1
SO750,C009,3850,SOI1895,P119,Express,1
SO751,C001,13400,SOI1896,P130,Standard,0
SO751,C001,13400,SOI1897,P134,Standard,0
SO752,C011,18350,SOI1898,P105,Standard,0
SO752,C011,18350,SOI1899,P130,Express,1
SO752,C011,18350,SOI1900,P118,Standard,0
SO752,C011,18350,SOI1901,P131,Standard,1
SO753,C015,700,SOI1902,P122,Standard,0
SO754,C004,3270,SOI1903,P117,Standard,0
SO754,C004,3270,SOI1904,P127,Express,0
SO755,C009,19800,SOI1905,P131,Express,1
SO755,C009,19800,SOI1906,P132,Express,0
SO755,C009,19800,SOI1907,P118,Express,1
SO756,C012,4800,SOI1908,P118,Express,1
SO757,C012,12700,SOI1909,P119,Express,1
SO757,C012,12700,SOI1910,P122,Standard,0
SO757,C012,12700,SOI1911,P128,Standard,0
SO757,C012,12700,SOI1912,P101,Express,0
SO758,C001,2580,SOI1913,P122,Express,0
SO758,C001,2580,SOI1914,P108,Express,0
SO759,C004,9850,SOI1915,P128,Express,0
SO759,C004,9850,SOI1916,P118,Standard,0
SO759,C004,9850,SOI1917,P131,Standard,0
SO759,C004,9850,SOI1918,P123,Standard,0
SO760,C001,3600,SOI1919,P119,Express,1
SO761,C009,400,SOI1920,P108,Standard,0
SO762,C015,11640,SOI1921,P130,Express,1
SO762,C015,11640,SOI1922,P117,Express,1
SO762,C015,11640,SOI1923,P117,Express,0
SO763,C004,2100,SOI1924,P123,Express,1
SO764,C001,3280,SOI1925,P134,Standard,0
SO764,C001,3280,SOI1926,P117,Express,1
SO764,C001,3280,SOI1927,P122,Standard,0
SO765,C009,2700,SOI1928,P123,Express,0
SO766,C005,3000,SOI1929,P123,Express,1
SO766,C005,3000,SOI1930,P134,Express,1
SO767,C006,6550,SOI1931,P123,Express,0
SO767,C006,6550,SOI1932,P122,Express,0
SO767,C006,6550,SOI1933,P132,Standard,1
SO768,C009,900,SOI1934,P123,Express,1
SO769,C009,17550,SOI1935,P132,Express,0
SO769,C009,17550,SOI1936,P134,Standard,0
SO769,C009,17550,SOI1937,P122,Express,1
SO769,C009,17550,SOI1938,P123,Standard,0
SO770,C004,12400,SOI1939,P132,Express,0
SO770,C004,12400,SOI1940,P122,Standard,0
SO770,C004,12400,SOI1941,P130,Standard,0
SO770,C004,12400,SOI1942,P127,Standard,0
SO771,C015,1910,SOI1943,P113,Express,1
SO771,C015,1910,SOI1944,P129,Standard,0
SO772,C004,4060,SOI1945,P122,Express,0
SO772,C004,4060,SOI1946,P127,Standard,0
SO772,C004,4060,SOI1947,P134,Standard,0
SO772,C004,4060,SOI1948,P106,Express,0
SO773,C015,12300,SOI1949,P129,Standard,0
SO773,C015,12300,SOI1950,P100,Standard,0
SO774,C009,8000,SOI1951,P133,Express,1
SO775,C015,12000,SOI1952,P131,Express,1
SO775,C015,12000,SOI1953,P131,Express,1
SO776,C004,4500,SOI1954,P134,Standard,1
SO777,C005,5400,SOI1955,P123,Express,1
SO777,C005,5400,SOI1956,P131,Express,0
SO778,C008,6000,SOI1957,P130,Express,0
SO779,C015,12000,SOI1958,P100,Standard,0
SO780,C009,840,SOI1959,P103,Standard,0
SO781,C015,6100,SOI1960,P107,Express,0
SO781,C015,6100,SOI1961,P117,Express,0
SO781,C015,6100,SOI1962,P122,Standard,0
SO782,C006,2050,SOI1963,P128,Standard,0
SO782,C006,2050,SOI1964,P129,Standard,1
SO783,C010,2040,SOI1965,P134,Standard,0
SO783,C010,2040,SOI1966,P109,Standard,0
SO784,C002,15700,SOI1967,P133,Express,0
SO784,C002,15700,SOI1968,P119,Standard,0
SO784,C002,15700,SOI1969,P119,Standard,1
SO784,C002,15700,SOI1970,P134,Express,1
SO785,C013,29150,SOI1971,P130,Standard,0
SO785,C013,29150,SOI1972,P100,Express,1
SO785,C013,29150,SOI1973,P122,Standard,0
SO785,C013,29150,SOI1974,P100,Standard,0
SO786,C002,5150,SOI1975,P122,Express,1
SO786,C002,5150,SOI1976,P123,Standard,1
SO787,C015,9300,SOI1977,P128,Express,0
SO787,C015,9300,SOI1978,P130,Express,0
SO787,C015,9300,SOI1979,P123,Express,1
SO787,C015,9300,SOI1980,P123,Standard,0
SO788,C012,19500,SOI1981,P133,Express,0
SO788,C012,19500,SOI1982,P100,Express,1
SO788,C012,19500,SOI1983,P130,Standard,0
SO789,C008,9000,SOI1984,P130,Express,1
SO790,C015,7550,SOI1985,P123,Standard,0
SO790,C015,7550,SOI1986,P119,Standard,1
SO790,C015,7550,SOI1987,P105,Standard,0
SO791,C007,6450,SOI1988,P123,Standard,0
SO791,C007,6450,SOI1989,P129,Standard,0
SO792,C009,3790,SOI1990,P115,Standard,0
SO792,C009,3790,SOI1991,P131,Express,0
SO792,C009,3790,SOI1992,P112,Express,1
SO793,C009,3760,SOI1993,P117,Standard,0
SO793,C009,3760,SOI1994,P129,Express,1
SO793,C009,3760,SOI1995,P129,Express,1
SO794,C014,9100,SOI1996,P122,Standard,1
SO794,C014,9100,SOI1997,P134,Standard,1
SO795,C008,11900,SOI1998,P122,Express,1
SO795,C008,11900,SOI1999,P118,Standard,0
SO795,C008,11900,SOI2000,P130,Express,0
SO796,C015,1050,SOI2001,P122,Express,1
SO797,C015,4050,SOI2002,P129,Express,0
SO798,C002,15300,SOI2003,P119,Express,1
SO798,C002,15300,SOI2004,P134,Express,0
SO799,C015,12820,SOI2005,P109,Standard,0
SO799,C015,12820,SOI2006,P132,Standard,0
SO799,C015,12820,SOI2007,P128,Express,0
SO799,C015,12820,SOI2008,P129,Express,0
SO800,C005,11550,SOI2009,P129,Express,1
SO800,C005,11550,SOI2010,P105,Standard,0
SO800,C005,11550,SOI2011,P119,Express,0
SO800,C005,11550,SOI2012,P128,Standard,0
SO801,C015,10650,SOI2013,P100,Express,0
SO801,C015,10650,SOI2014,P102,Express,1
SO802,C004,13620,SOI2015,P112,Standard,0
SO802,C004,13620,SOI2016,P123,Express,1
SO802,C004,13620,SOI2017,P132,Express,1
SO803,C009,4500,SOI2018,P132,Standard,0
SO804,C015,2600,SOI2019,P123,Express,0
SO804,C015,2600,SOI2020,P128,Standard,0
SO805,C008,30050,SOI2021,P100,Express,1
SO805,C008,30050,SOI2022,P100,Express,1
SO805,C008,30050,SOI2023,P122,Standard,0
SO805,C008,30050,SOI2024,P119,Standard,0
SO806,C003,2100,SOI2025,P123,Express,0
SO807,C003,14100,SOI2026,P127,Express,1
SO807,C003,14100,SOI2027,P118,Express,1
SO807,C003,14100,SOI2028,P119,Standard,1
SO807,C003,14100,SOI2029,P123,Express,1
SO808,C006,15500,SOI2030,P100,Express,1
SO808,C006,15500,SOI2031,P130,Standard,0
SO809,C008,9450,SOI2032,P118,Express,1
SO809,C008,9450,SOI2033,P122,Standard,1
SO810,C015,250,SOI2034,P105,Standard,0
SO811,C001,2240,SOI2035,P117,Express,0
SO812,C008,1920,SOI2036,P109,Express,0
SO812,C008,1920,SOI2037,P119,Standard,0
SO813,C004,8550,SOI2038,P109,Standard,1
SO813,C004,8550,SOI2039,P105,Express,1
SO813,C004,8550,SOI2040,P100,Express,1
SO813,C004,8550,SOI2041,P131,Express,1
SO814,C006,12000,SOI2042,P133,Standard,1
SO815,C015,11800,SOI2043,P128,Standard,0
SO815,C015,11800,SOI2044,P134,Standard,0
SO815,C015,11800,SOI2045,P132,Standard,0
SO815,C015,11800,SOI2046,P128,Standard,0
SO816,C003,4000,SOI2047,P130,Express,0
SO817,C003,14850,SOI2048,P122,Standard,0
SO817,C003,14850,SOI2049,P123,Standard,0
SO817,C003,14850,SOI2050,P132,Standard,0
SO818,C008,6510,SOI2051,P122,Express,0
SO818,C008,6510,SOI2052,P117,Standard,0
SO818,C008,6510,SOI2053,P117,Express,1
SO818,C008,6510,SOI2054,P123,Standard,1
SO819,C009,7450,SOI2055,P129,Standard,0
SO819,C009,7450,SOI2056,P118,Express,1
SO819,C009,7450,SOI2057,P121,Express,1
SO820,C009,580,SOI2058,P117,Express,1
SO820,C009,580,SOI2059,P105,Express,1
SO821,C004,7300,SOI2060,P109,Standard,0
SO821,C004,7300,SOI2061,P130,Standard,0
SO822,C009,13000,SOI2062,P131,Express,1
SO822,C009,13000,SOI2063,P127,Express,1
SO822,C009,13000,SOI2064,P118,Standard,0
SO822,C009,13000,SOI2065,P118,Express,0
SO823,C010,4050,SOI2066,P129,Express,0
SO824,C004,8100,SOI2067,P134,Express,1
SO825,C009,11920,SOI2068,P132,Standard,0
SO825,C009,11920,SOI2069,P134,Express,1
SO825,C009,11920,SOI2070,P117,Standard,0
SO826,C010,12600,SOI2071,P132,Standard,0
SO826,C010,12600,SOI2072,P122,Standard,0
SO827,C012,18220,SOI2073,P134,Express,0
SO827,C012,18220,SOI2074,P133,Express,1
SO827,C012,18220,SOI2075,P109,Standard,0
SO828,C009,3000,SOI2076,P123,Express,1
SO828,C009,3000,SOI2077,P104,Express,1
SO829,C008,960,SOI2078,P113,Express,1
SO829,C008,960,SOI2079,P113,Express,0
SO830,C014,13200,SOI2080,P130,Standard,0
SO830,C014,13200,SOI2081,P134,Standard,0
SO831,C004,2100,SOI2082,P122,Express,1
SO832,C015,10200,SOI2083,P118,Express,1
SO832,C015,10200,SOI2084,P123,Standard,0
SO832,C015,10200,SOI2085,P134,Express,1
SO833,C009,3290,SOI2086,P128,Standard,0
SO833,C009,3290,SOI2087,P123,Standard,0
SO833,C009,3290,SOI2088,P128,Standard,0
SO833,C009,3290,SOI2089,P108,Express,1
SO834,C002,5400,SOI2090,P134,Standard,0
SO834,C002,5400,SOI2091,P123,Standard,0
SO835,C009,4550,SOI2092,P128,Standard,0
SO835,C009,4550,SOI2093,P134,Standard,0
SO835,C009,4550,SOI2094,P107,Standard,0
SO836,C001,16850,SOI2095,P134,Express,1
SO836,C001,16850,SOI2096,P122,Standard,0
SO836,C001,16850,SOI2097,P132,Express,1
SO836,C001,16850,SOI2098,P132,Express,0
SO837,C006,12630,SOI2099,P123,Standard,0
SO837,C006,12630,SOI2100,P112,Express,1
SO837,C006,12630,SOI2101,P134,Express,1
SO837,C006,12630,SOI2102,P134,Express,1
SO838,C015,5660,SOI2103,P131,Standard,0
SO838,C015,5660,SOI2104,P109,Express,1
SO838,C015,5660,SOI2105,P134,Standard,0
SO838,C015,5660,SOI2106,P123,Express,1
SO839,C009,9000,SOI2107,P132,Standard,0
SO840,C002,480,SOI2108,P109,Express,1
SO841,C003,840,SOI2109,P117,Standard,0
SO842,C009,8820,SOI2110,P117,Express,1
SO842,C009,8820,SOI2111,P134,Standard,0
SO843,C014,3110,SOI2112,P128,Express,1
SO843,C014,3110,SOI2113,P122,Express,1
SO843,C014,3110,SOI2114,P113,Standard,0
SO844,C007,29140,SOI2115,P109,Standard,0
SO844,C007,29140,SOI2116,P131,Standard,0
SO844,C007,29140,SOI2117,P130,Standard,0
SO844,C007,29140,SOI2118,P133,Standard,0
SO845,C004,23100,SOI2119,P100,Standard,0
SO845,C004,23100,SOI2120,P109,Express,1
SO845,C004,23100,SOI2121,P118,Express,0
SO845,C004,23100,SOI2122,P118,Standard,1
SO846,C009,810,SOI2123,P106,Express,0
SO846,C009,810,SOI2124,P105,Standard,0
SO847,C009,1560,SOI2125,P103,Standard,0
SO847,C009,1560,SOI2126,P118,Standard,1
SO848,C010,17100,SOI2127,P100,Standard,1
SO848,C010,17100,SOI2128,P134,Standard,0
SO848,C010,17100,SOI2129,P127,Express,1
SO848,C010,17100,SOI2130,P134,Express,0
SO849,C009,24100,SOI2131,P134,Standard,0
SO849,C009,24100,SOI2132,P133,Standard,0
SO850,C009,9100,SOI2133,P118,Standard,0
SO850,C009,9100,SOI2134,P122,Standard,0
SO851,C009,3200,SOI2135,P131,Standard,0
SO852,C015,9300,SOI2136,P123,Express,0
SO852,C015,9300,SOI2137,P132,Standard,0
SO853,C007,1350,SOI2138,P127,Express,1
SO854,C009,1750,SOI2139,P128,Express,0
SO855,C003,5400,SOI2140,P134,Express,0
SO855,C003,5400,SOI2141,P134,Express,1
SO856,C009,8600,SOI2142,P122,Express,0
SO856,C009,8600,SOI2143,P131,Express,0
SO857,C008,2640,SOI2144,P128,Standard,0
SO857,C008,2640,SOI2145,P113,Express,0
SO858,C010,10800,SOI2146,P131,Express,0
SO858,C010,10800,SOI2147,P134,Standard,0
SO859,C009,10550,SOI2148,P117,Standard,1
SO859,C009,10550,SOI2149,P123,Standard,1
SO859,C009,10550,SOI2150,P119,Standard,0
SO859,C009,10550,SOI2151,P129,Standard,1
SO860,C003,5250,SOI2152,P122,Standard,1
SO860,C003,5250,SOI2153,P122,Standard,0
SO861,C009,5420,SOI2154,P128,Express,0
SO861,C009,5420,SOI2155,P131,Standard,0
SO861,C009,5420,SOI2156,P106,Standard,0
SO861,C009,5420,SOI2157,P119,Express,0
SO862,C003,700,SOI2158,P128,Standard,0
SO862,C003,700,SOI2159,P121,Standard,0
SO863,C005,1500,SOI2160,P123,Express,1
SO864,C011,14960,SOI2161,P133,Express,0
SO864,C011,14960,SOI2162,P103,Express,1
SO865,C011,24000,SOI2163,P100,Express,1
SO865,C011,24000,SOI2164,P123,Standard,0
SO865,C011,24000,SOI2165,P118,Standard,0
SO866,C015,17500,SOI2166,P100,Standard,0
SO866,C015,17500,SOI2167,P133,Standard,0
SO867,C009,9000,SOI2168,P132,Standard,0
SO868,C015,5100,SOI2169,P122,Express,0
SO868,C015,5100,SOI2170,P132,Express,0
SO868,C015,5100,SOI2171,P102,Express,0
SO869,C009,460,SOI2172,P106,Standard,0
SO869,C009,460,SOI2173,P123,Express,1
SO870,C012,6600,SOI2174,P123,Standard,0
SO870,C012,6600,SOI2175,P100,Express,1
SO871,C010,6000,SOI2176,P118,Express,0
SO872,C015,1460,SOI2177,P117,Express,1
SO872,C015,1460,SOI2178,P123,Standard,0
SO873,C009,2590,SOI2179,P128,Standard,0
SO873,C009,2590,SOI2180,P117,Express,1
SO874,C006,3000,SOI2181,P132,Standard,0
SO875,C012,29350,SOI2182,P100,Standard,1
SO875,C012,29350,SOI2183,P122,Express,0
SO875,C012,29350,SOI2184,P100,Standard,0
SO875,C012,29350,SOI2185,P133,Express,1
SO876,C015,16000,SOI2186,P133,Express,1
SO877,C012,4400,SOI2187,P123,Standard,0
SO877,C012,4400,SOI2188,P129,Standard,1
SO877,C012,4400,SOI2189,P122,Express,1
SO878,C004,2450,SOI2190,P122,Standard,0
SO878,C004,2450,SOI2191,P122,Express,1
SO879,C010,7900,SOI2192,P130,Express,0
SO879,C010,7900,SOI2193,P134,Standard,0
SO880,C008,14350,SOI2194,P128,Express,1
SO880,C008,14350,SOI2195,P100,Standard,0
SO880,C008,14350,SOI2196,P134,Standard,0
SO881,C014,4800,SOI2197,P122,Standard,0
SO881,C014,4800,SOI2198,P119,Express,1
SO882,C005,2940,SOI2199,P130,Standard,0
SO882,C005,2940,SOI2200,P122,Standard,0
SO882,C005,2940,SOI2201,P109,Express,1
SO883,C001,13500,SOI2202,P132,Express,1
SO884,C002,10700,SOI2203,P123,Express,1
SO884,C002,10700,SOI2204,P130,Express,1
SO885,C005,7500,SOI2205,P100,Standard,1
SO886,C009,9100,SOI2206,P131,Express,1
SO886,C009,9100,SOI2207,P119,Standard,0
SO887,C010,5700,SOI2208,P118,Express,0
SO887,C010,5700,SOI2209,P104,Express,1
SO888,C001,20300,SOI2210,P123,Express,0
SO888,C001,20300,SOI2211,P132,Express,1
SO888,C001,20300,SOI2212,P122,Express,1
SO888,C001,20300,SOI2213,P119,Express,1
SO889,C010,7700,SOI2214,P134,Standard,0
SO889,C010,7700,SOI2215,P122,Express,0
SO890,C015,2060,SOI2216,P104,Express,1
SO890,C015,2060,SOI2217,P113,Express,0
SO891,C014,14050,SOI2218,P123,Standard,0
SO891,C014,14050,SOI2219,P128,Standard,0
SO891,C014,14050,SOI2220,P133,Express,1
SO891,C014,14050,SOI2221,P100,Standard,0
SO892,C009,1415,SOI2222,P112,Express,1
SO892,C009,1415,SOI2223,P108,Express,1
SO892,C009,1415,SOI2224,P122,Standard,0
SO893,C012,16870,SOI2225,P109,Standard,0
SO893,C012,16870,SOI2226,P132,Standard,0
SO893,C012,16870,SOI2227,P129,Standard,0
SO893,C012,16870,SOI2228,P106,Express,0
SO894,C015,6860,SOI2229,P113,Standard,0
SO894,C015,6860,SOI2230,P119,Express,1
SO895,C010,2400,SOI2231,P123,Express,1
SO896,C005,400,SOI2232,P108,Standard,0
SO897,C006,7500,SOI2233,P132,Express,0
SO898,C009,25150,SOI2234,P133,Standard,0
SO898,C009,25150,SOI2235,P133,Express,0
SO898,C009,25150,SOI2236,P133,Standard,0
SO898,C009,25150,SOI2237,P122,Standard,0
SO899,C001,11600,SOI2238,P131,Standard,0
SO899,C001,11600,SOI2239,P100,Express,1
SO899,C001,11600,SOI2240,P130,Standard,0
SO900,C009,5550,SOI2241,P123,Standard,0
SO900,C009,5550,SOI2242,P122,Standard,0
SO901,C013,27700,SOI2243,P105,Standard,0
SO901,C013,27700,SOI2244,P133,Express,1
SO901,C013,27700,SOI2245,P100,Express,1
SO902,C009,2950,SOI2246,P109,Express,1
SO902,C009,2950,SOI2247,P128,Standard,0
SO902,C009,2950,SOI2248,P123,Express,0
SO903,C010,5310,SOI2249,P129,Express,1
SO903,C010,5310,SOI2250,P106,Standard,0
SO903,C010,5310,SOI2251,P100,Standard,1
SO904,C003,5300,SOI2252,P134,Standard,0
SO904,C003,5300,SOI2253,P113,Express,1
SO904,C003,5300,SOI2254,P100,Express,1
SO904,C003,5300,SOI2255,P122,Standard,0
SO905,C013,6350,SOI2256,P105,Express,1
SO905,C013,6350,SOI2257,P129,Express,1
SO905,C013,6350,SOI2258,P134,Standard,0
SO906,C001,7700,SOI2259,P100,Standard,0
SO906,C001,7700,SOI2260,P133,Express,1
SO906,C001,7700,SOI2261,P123,Express,1
SO907,C011,3900,SOI2262,P123,Standard,0
SO907,C011,3900,SOI2263,P134,Express,0
SO908,C013,11500,SOI2264,P119,Express,0
SO908,C013,11500,SOI2265,P122,Express,1
SO908,C013,11500,SOI2266,P134,Standard,0
SO909,C015,16730,SOI2267,P112,Express,0
SO909,C015,16730,SOI2268,P132,Standard,0
SO909,C015,16730,SOI2269,P131,Standard,0
SO910,C004,4500,SOI2270,P134,Express,1
SO911,C015,12900,SOI2271,P119,Standard,0
SO911,C015,12900,SOI2272,P100,Standard,0
SO911,C015,12900,SOI2273,P101,Standard,0
SO912,C005,4800,SOI2274,P131,Standard,0
SO913,C009,2000,SOI2275,P133,Express,1
SO914,C009,7200,SOI2276,P134,Express,1
SO914,C009,7200,SOI2277,P134,Standard,0
SO915,C009,7100,SOI2278,P134,Standard,0
SO915,C009,7100,SOI2279,P128,Standard,0
SO915,C009,7100,SOI2280,P105,Standard,0
SO916,C008,10350,SOI2281,P134,Standard,0
SO916,C008,10350,SOI2282,P134,Express,1
SO916,C008,10350,SOI2283,P122,Standard,0
SO917,C012,180,SOI2284,P120,Standard,1
SO918,C004,10640,SOI2285,P112,Express,0
SO918,C004,10640,SOI2286,P100,Express,1
SO918,C004,10640,SOI2287,P118,Express,1
SO918,C004,10640,SOI2288,P122,Standard,1
SO919,C015,17500,SOI2289,P122,Standard,0
SO919,C015,17500,SOI2290,P119,Standard,0
SO919,C015,17500,SOI2291,P119,Express,0
SO919,C015,17500,SOI2292,P118,Express,1
SO920,C009,7500,SOI2293,P100,Express,1
SO921,C005,4620,SOI2294,P123,Standard,0
SO921,C005,4620,SOI2295,P120,Express,0
SO921,C005,4620,SOI2296,P123,Standard,0
SO922,C015,14000,SOI2297,P106,Standard,0
SO922,C015,14000,SOI2298,P119,Express,0
SO922,C015,14000,SOI2299,P132,Express,0
SO923,C015,40,SOI2300,P106,Standard,0
SO924,C009,11490,SOI2301,P129,Standard,0
SO924,C009,11490,SOI2302,P109,Standard,0
SO924,C009,11490,SOI2303,P101,Express,1
SO924,C009,11490,SOI2304,P119,Standard,1
SO925,C009,1500,SOI2305,P128,Standard,0
SO926,C003,7610,SOI2306,P100,Standard,0
SO926,C003,7610,SOI2307,P129,Standard,0
SO926,C003,7610,SOI2308,P108,Express,1
SO926,C003,7610,SOI2309,P132,Standard,0
SO927,C009,16000,SOI2310,P133,Standard,1
SO928,C002,10750,SOI2311,P122,Standard,0
SO928,C002,10750,SOI2312,P129,Express,1
SO928,C002,10750,SOI2313,P118,Express,1
SO928,C002,10750,SOI2314,P130,Standard,0
SO929,C005,8100,SOI2315,P134,Express,0
SO929,C005,8100,SOI2316,P134,Express,0
SO930,C005,13220,SOI2317,P108,Express,1
SO930,C005,13220,SOI2318,P100,Standard,0
SO930,C005,13220,SOI2319,P119,Express,0
SO931,C003,3150,SOI2320,P131,Express,1
SO931,C003,3150,SOI2321,P127,Standard,0
SO932,C004,18500,SOI2322,P118,Standard,1
SO932,C004,18500,SOI2323,P130,Standard,1
SO932,C004,18500,SOI2324,P123,Express,1
SO932,C004,18500,SOI2325,P132,Express,0
SO933,C012,16750,SOI2326,P133,Express,1
SO933,C012,16750,SOI2327,P129,Standard,0
SO933,C012,16750,SOI2328,P123,Express,0
SO933,C012,16750,SOI2329,P100,Express,1
SO934,C015,135,SOI2330,P112,Standard,0
SO935,C011,2205,SOI2331,P115,Express,0
SO935,C011,2205,SOI2332,P112,Standard,0
SO936,C004,1000,SOI2333,P128,Standard,0
SO937,C009,8700,SOI2334,P130,Express,1
SO937,C009,8700,SOI2335,P128,Standard,0
SO937,C009,8700,SOI2336,P134,Standard,0
SO937,C009,8700,SOI2337,P127,Express,1
SO938,C015,6500,SOI2338,P110,Standard,0
SO938,C015,6500,SOI2339,P134,Express,1
SO939,C005,2520,SOI2340,P117,Express,0
SO940,C015,60,SOI2341,P109,Standard,0
SO941,C005,12150,SOI2342,P122,Standard,0
SO941,C005,12150,SOI2343,P105,Express,0
SO941,C005,12150,SOI2344,P119,Express,1
SO941,C005,12150,SOI2345,P129,Standard,0
SO942,C015,1700,SOI2346,P122,Express,0
SO942,C015,1700,SOI2347,P109,Standard,1
SO943,C003,20100,SOI2348,P130,Express,1
SO943,C003,20100,SOI2349,P100,Standard,0
SO943,C003,20100,SOI2350,P134,Standard,0
SO944,C002,15300,SOI2351,P123,Express,0
SO944,C002,15300,SOI2352,P123,Standard,0
SO944,C002,15300,SOI2353,P100,Standard,0
